s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-1.543E-03,-8.607E-11, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.543E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.001E+00, 1.093E+00,-3.580E-01, 1.121E-02,-2.427E-01, 2.663E-03, 0.000E+00, 0.000E+00, 5.023E-01, 5.064E-01, 0.000E+00, 2.442E-05, 0.000E+00
 4.001E+00, 3.266E+00,-1.110E+00, 4.256E-02,-9.428E-01, 2.654E-02, 0.000E+00, 0.000E+00, 1.268E+00, 1.282E+00, 0.000E+00, 7.316E-05, 0.000E+00
 6.000E+00, 5.434E+00,-1.838E+00, 3.613E-02,-1.496E+00, 6.430E-02, 0.000E+00, 0.000E+00, 2.146E+00, 2.201E+00, 0.000E+00, 1.219E-04, 0.000E+00
 8.000E+00, 7.582E+00,-2.572E+00,-4.045E-01,-1.850E+00, 1.032E-01, 0.000E+00, 0.000E+00, 2.810E+00, 2.859E+00, 0.000E+00, 1.706E-04, 0.000E+00
 1.000E+01, 9.768E+00,-3.327E+00,-1.409E+00,-2.240E+00, 1.400E-01, 0.000E+00, 0.000E+00, 2.882E+00, 2.933E+00, 0.000E+00, 2.194E-04, 0.000E+00
 1.200E+01, 1.201E+01,-4.110E+00,-3.280E+00,-2.600E+00, 1.749E-01, 0.000E+00, 0.000E+00, 2.120E+00, 2.190E+00, 0.000E+00, 2.681E-04, 0.000E+00
 1.400E+01, 1.416E+01,-4.849E+00,-5.033E+00,-2.872E+00, 2.066E-01, 0.000E+00, 0.000E+00, 1.510E+00, 1.608E+00, 0.000E+00, 3.168E-04, 0.000E+00
 1.600E+01, 1.639E+01,-5.625E+00,-6.182E+00,-3.077E+00, 2.350E-01, 0.000E+00, 0.000E+00, 1.592E+00, 1.743E+00, 0.000E+00, 3.656E-04, 0.000E+00
 1.800E+01, 1.851E+01,-6.367E+00,-7.247E+00,-3.040E+00, 2.553E-01, 0.000E+00, 0.000E+00, 1.963E+00, 2.117E+00, 0.000E+00, 4.143E-04, 0.000E+00
 2.000E+01, 2.090E+01,-7.214E+00,-8.545E+00,-3.261E+00, 2.838E-01, 0.000E+00, 0.000E+00, 1.984E+00, 2.160E+00, 0.000E+00, 4.630E-04, 0.000E+00
 2.200E+01, 2.327E+01,-8.048E+00,-1.051E+01,-3.810E+00, 3.097E-01, 0.000E+00, 0.000E+00, 1.030E+00, 1.212E+00, 0.000E+00, 5.177E-04, 0.000E+00
 2.400E+01, 2.595E+01,-8.981E+00,-1.159E+01,-4.158E+00, 3.334E-01, 0.000E+00, 0.000E+00, 1.328E+00, 1.562E+00, 0.000E+00, 5.783E-04, 0.000E+00
 2.600E+01, 2.860E+01,-9.901E+00,-1.286E+01,-4.163E+00, 3.536E-01, 0.000E+00, 0.000E+00, 1.821E+00, 2.027E+00, 0.000E+00, 6.389E-04, 0.000E+00
 2.800E+01, 3.144E+01,-1.090E+01,-1.461E+01,-4.193E+00, 3.703E-01, 0.000E+00, 0.000E+00, 1.815E+00, 2.113E+00, 0.000E+00, 6.995E-04, 0.000E+00
 3.000E+01, 3.426E+01,-1.191E+01,-1.580E+01,-4.350E+00, 3.861E-01, 0.000E+00, 0.000E+00, 2.311E+00, 2.590E+00, 0.000E+00, 7.601E-04, 0.000E+00
 3.200E+01, 3.661E+01,-1.273E+01,-1.906E+01,-4.327E+00, 3.955E-01, 0.000E+00, 0.000E+00, 5.935E-01, 8.912E-01, 0.000E+00, 8.207E-04, 0.000E+00
 3.400E+01, 3.992E+01,-1.386E+01,-2.033E+01,-4.696E+00, 4.010E-01, 0.000E+00, 0.000E+00, 1.039E+00, 1.429E+00, 0.000E+00, 8.813E-04, 0.000E+00
 3.600E+01, 4.238E+01,-1.477E+01,-2.061E+01,-4.867E+00, 4.143E-01, 0.000E+00, 0.000E+00, 2.139E+00, 2.558E+00, 0.000E+00, 9.419E-04, 0.000E+00
 3.800E+01, 4.514E+01,-1.576E+01,-2.371E+01,-4.625E+00, 4.165E-01, 0.000E+00, 0.000E+00, 1.059E+00, 1.459E+00, 0.000E+00, 1.002E-03, 0.000E+00
 4.000E+01, 4.855E+01,-1.693E+01,-2.497E+01,-4.998E+00, 4.301E-01, 0.000E+00, 0.000E+00, 1.635E+00, 2.078E+00, 0.000E+00, 1.063E-03, 0.000E+00
 4.200E+01, 4.945E+01,-1.736E+01,-2.588E+01,-4.434E+00, 4.295E-01, 0.000E+00, 0.000E+00, 1.729E+00, 2.205E+00, 0.000E+00, 1.103E-03, 0.000E+00
 4.400E+01, 5.103E+01,-1.789E+01,-2.755E+01,-4.615E+00, 4.319E-01, 0.000E+00, 0.000E+00, 9.543E-01, 1.405E+00, 0.000E+00, 1.123E-03, 0.000E+00
 4.600E+01, 5.208E+01,-1.831E+01,-2.840E+01,-4.108E+00, 4.323E-01, 0.000E+00, 0.000E+00, 1.227E+00, 1.689E+00, 0.000E+00, 1.143E-03, 0.000E+00
 4.800E+01, 5.245E+01,-1.848E+01,-3.067E+01,-3.620E+00, 4.363E-01, 0.000E+00, 0.000E+00,-3.071E-01, 1.172E-01, 0.000E+00, 1.163E-03, 0.000E+00
 5.000E+01, 5.390E+01,-1.890E+01,-2.874E+01,-3.931E+00, 4.418E-01, 0.000E+00, 0.000E+00, 2.290E+00, 2.767E+00, 0.000E+00, 1.182E-03, 0.000E+00
 5.200E+01, 5.460E+01,-1.914E+01,-3.154E+01,-4.174E+00, 4.336E-01, 0.000E+00, 0.000E+00,-3.288E-01, 1.830E-01, 0.000E+00, 1.202E-03, 0.000E+00
 5.400E+01, 5.542E+01,-1.935E+01,-3.263E+01,-4.254E+00, 4.407E-01, 0.000E+00, 0.000E+00,-9.480E-01,-3.732E-01, 0.000E+00, 1.222E-03, 0.000E+00
 5.600E+01, 5.635E+01,-1.960E+01,-3.015E+01,-4.349E+00, 4.471E-01, 0.000E+00, 0.000E+00, 2.211E+00, 2.695E+00, 0.000E+00, 1.242E-03, 0.000E+00
 5.800E+01, 5.717E+01,-1.990E+01,-3.308E+01,-4.513E+00, 4.386E-01, 0.000E+00, 0.000E+00,-4.913E-01, 1.082E-01, 0.000E+00, 1.261E-03, 0.000E+00
 6.000E+01, 5.909E+01,-2.060E+01,-3.382E+01,-4.028E+00, 4.478E-01, 0.000E+00, 0.000E+00, 5.598E-01, 1.093E+00, 0.000E+00, 1.281E-03, 0.000E+00
 6.200E+01, 5.778E+01,-2.043E+01,-3.358E+01,-3.966E+00, 4.447E-01, 0.000E+00, 0.000E+00,-3.223E-01, 2.395E-01, 0.000E+00, 1.296E-03, 0.000E+00
 6.400E+01, 5.940E+01,-2.080E+01,-3.280E+01,-4.060E+00, 4.502E-01, 0.000E+00, 0.000E+00, 1.595E+00, 2.187E+00, 0.000E+00, 1.305E-03, 0.000E+00
 6.600E+01, 5.923E+01,-2.060E+01,-3.663E+01,-3.461E+00, 4.535E-01, 0.000E+00, 0.000E+00,-1.513E+00,-1.008E+00, 0.000E+00, 1.314E-03, 0.000E+00
 6.800E+01, 6.052E+01,-2.119E+01,-3.374E+01,-3.673E+00, 4.496E-01, 0.000E+00, 0.000E+00, 1.864E+00, 2.367E+00, 0.000E+00, 1.323E-03, 0.000E+00
 7.000E+01, 6.143E+01,-2.144E+01,-3.632E+01,-3.807E+00, 4.616E-01, 0.000E+00, 0.000E+00,-2.876E-01, 3.247E-01, 0.000E+00, 1.332E-03, 0.000E+00
 7.200E+01, 6.048E+01,-2.102E+01,-3.629E+01,-3.327E+00, 4.505E-01, 0.000E+00, 0.000E+00,-2.608E-01, 2.962E-01, 0.000E+00, 1.342E-03, 0.000E+00
 7.400E+01, 6.168E+01,-2.163E+01,-3.774E+01,-3.511E+00, 4.502E-01, 0.000E+00, 0.000E+00,-1.158E+00,-7.427E-01, 0.000E+00, 1.351E-03, 0.000E+00
 7.600E+01, 6.146E+01,-2.192E+01,-3.342E+01,-3.151E+00, 4.569E-01, 0.000E+00, 0.000E+00, 2.893E+00, 3.428E+00, 0.000E+00, 1.360E-03, 0.000E+00
 7.800E+01, 6.194E+01,-2.168E+01,-3.728E+01,-3.526E+00, 4.476E-01, 0.000E+00, 0.000E+00,-6.689E-01,-9.063E-02, 0.000E+00, 1.369E-03, 0.000E+00
 8.000E+01, 6.220E+01,-2.157E+01,-3.822E+01,-3.641E+00, 4.617E-01, 0.000E+00, 0.000E+00,-1.560E+00,-7.768E-01, 0.000E+00, 1.379E-03, 0.000E+00
 8.200E+01, 6.342E+01,-2.213E+01,-3.723E+01,-2.875E+00, 4.585E-01, 0.000E+00, 0.000E+00, 1.003E+00, 1.644E+00, 0.000E+00, 1.383E-03, 0.000E+00
 8.400E+01, 6.245E+01,-2.175E+01,-3.653E+01,-2.899E+00, 4.580E-01, 0.000E+00, 0.000E+00, 1.111E+00, 1.735E+00, 0.000E+00, 1.383E-03, 0.000E+00
 8.600E+01, 6.249E+01,-2.210E+01,-3.785E+01,-3.210E+00, 4.630E-01, 0.000E+00, 0.000E+00,-8.000E-01,-2.063E-01, 0.000E+00, 1.383E-03, 0.000E+00
 8.800E+01, 6.289E+01,-2.197E+01,-3.420E+01,-3.381E+00, 4.554E-01, 0.000E+00, 0.000E+00, 3.225E+00, 3.795E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.000E+01, 6.276E+01,-2.221E+01,-3.914E+01,-3.073E+00, 4.511E-01, 0.000E+00, 0.000E+00,-1.856E+00,-1.208E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.200E+01, 6.346E+01,-2.228E+01,-3.797E+01,-2.871E+00, 4.556E-01, 0.000E+00, 0.000E+00, 1.598E-01, 7.957E-01, 0.000E+00, 1.383E-03, 0.000E+00
 9.400E+01, 6.374E+01,-2.237E+01,-3.987E+01,-2.888E+00, 4.563E-01, 0.000E+00, 0.000E+00,-1.680E+00,-9.320E-01, 0.000E+00, 1.383E-03, 0.000E+00
 9.600E+01, 6.217E+01,-2.170E+01,-3.527E+01,-2.811E+00, 4.652E-01, 0.000E+00, 0.000E+00, 2.052E+00, 2.851E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.800E+01, 6.366E+01,-2.209E+01,-3.829E+01,-2.719E+00, 4.500E-01, 0.000E+00, 0.000E+00, 2.674E-01, 1.023E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.000E+02, 6.334E+01,-2.210E+01,-3.950E+01,-2.737E+00, 4.660E-01, 0.000E+00, 0.000E+00,-1.072E+00,-5.278E-01, 0.000E+00, 1.383E-03, 0.000E+00
 1.020E+02, 6.289E+01,-2.197E+01,-3.889E+01,-2.776E+00, 4.435E-01, 0.000E+00, 0.000E+00,-8.787E-01,-2.990E-01, 0.000E+00, 1.383E-03, 0.000E+00
 1.040E+02, 6.331E+01,-2.249E+01,-3.843E+01,-2.561E+00, 4.588E-01, 0.000E+00, 0.000E+00,-3.428E-01, 2.823E-01, 0.000E+00, 1.383E-03, 0.000E+00
 1.060E+02, 6.239E+01,-2.178E+01,-3.505E+01,-2.530E+00, 4.640E-01, 0.000E+00, 0.000E+00, 2.787E+00, 3.494E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.080E+02, 6.278E+01,-2.191E+01,-3.873E+01,-2.665E+00, 4.643E-01, 0.000E+00, 0.000E+00,-6.296E-01,-6.107E-02, 0.000E+00, 1.383E-03, 0.000E+00
 1.100E+02, 6.324E+01,-2.216E+01,-4.073E+01,-2.836E+00, 4.643E-01, 0.000E+00, 0.000E+00,-2.466E+00,-2.020E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.120E+02, 6.297E+01,-2.220E+01,-3.622E+01,-2.237E+00, 4.559E-01, 0.000E+00, 0.000E+00, 2.159E+00, 2.772E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.140E+02, 6.282E+01,-2.209E+01,-4.010E+01,-2.390E+00, 4.518E-01, 0.000E+00, 0.000E+00,-1.937E+00,-1.310E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.160E+02, 6.273E+01,-2.182E+01,-3.630E+01,-2.513E+00, 4.549E-01, 0.000E+00, 0.000E+00, 1.843E+00, 2.558E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.180E+02, 6.317E+01,-2.157E+01,-3.953E+01,-3.046E+00, 4.515E-01, 0.000E+00, 0.000E+00,-1.263E+00,-5.239E-01, 0.000E+00, 1.383E-03, 0.000E+00
 1.200E+02, 6.301E+01,-2.172E+01,-3.799E+01,-2.781E+00, 4.522E-01, 0.000E+00, 0.000E+00, 1.970E-01, 9.641E-01, 0.000E+00, 1.383E-03, 0.000E+00
