s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,MLR_PRODUCTS 2,MLR_MMA
 0.000E+00, 0.000E+00,-1.182E-03,-8.607E-11, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.182E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.001E+00, 1.093E+00,-3.584E-01, 1.113E-02,-2.447E-01, 2.615E-03, 0.000E+00, 0.000E+00, 4.998E-01, 5.038E-01, 0.000E+00, 2.442E-05, 0.000E+00, 0.000E+00, 1.344E-13
 4.002E+00, 3.265E+00,-1.113E+00, 4.267E-02,-9.448E-01, 2.604E-02, 0.000E+00, 0.000E+00, 1.262E+00, 1.276E+00, 0.000E+00, 7.317E-05, 0.000E+00, 0.000E+00, 1.564E-12
 6.001E+00, 5.425E+00,-1.843E+00, 1.826E-02,-1.535E+00, 6.278E-02, 0.000E+00, 0.000E+00, 2.072E+00, 2.128E+00, 0.000E+00, 1.219E-04, 0.000E+00, 0.000E+00, 1.687E-10
 8.001E+00, 7.593E+00,-2.590E+00,-8.499E-02,-1.872E+00, 1.007E-01, 0.000E+00, 0.000E+00, 3.099E+00, 3.147E+00, 0.000E+00, 1.706E-04, 0.000E+00, 0.000E+00, 8.282E-09
 1.000E+01, 9.758E+00,-3.345E+00,-1.577E+00,-2.340E+00, 1.355E-01, 0.000E+00, 0.000E+00, 2.576E+00, 2.630E+00, 0.000E+00, 2.194E-04, 0.000E+00, 0.000E+00, 1.864E-07
 1.200E+01, 1.204E+01,-4.147E+00,-3.861E+00,-2.722E+00, 1.688E-01, 0.000E+00, 0.000E+00, 1.401E+00, 1.479E+00, 0.000E+00, 2.681E-04, 0.000E+00, 0.000E+00, 1.494E-06
 1.400E+01, 1.438E+01,-4.960E+00,-4.023E+00,-3.052E+00, 1.981E-01, 0.000E+00, 0.000E+00, 2.442E+00, 2.548E+00, 0.000E+00, 3.168E-04, 0.000E+00, 0.000E+00, 7.804E-06
 1.600E+01, 1.712E+01,-5.898E+00,-6.440E+00,-3.436E+00, 2.242E-01, 0.000E+00, 0.000E+00, 1.409E+00, 1.572E+00, 0.000E+00, 3.656E-04, 0.000E+00, 0.000E+00, 2.875E-05
 1.800E+01, 1.998E+01,-6.887E+00,-7.141E+00,-3.469E+00, 2.445E-01, 0.000E+00, 0.000E+00, 2.574E+00, 2.727E+00, 0.000E+00, 4.143E-04, 0.000E+00, 0.000E+00, 5.089E-05
 2.000E+01, 2.261E+01,-7.831E+00,-9.236E+00,-3.962E+00, 2.693E-01, 0.000E+00, 0.000E+00, 1.737E+00, 1.854E+00, 0.000E+00, 4.631E-04, 0.000E+00, 0.000E+00, 6.053E-05
 2.200E+01, 2.541E+01,-8.790E+00,-1.040E+01,-4.593E+00, 2.932E-01, 0.000E+00, 0.000E+00, 1.681E+00, 1.926E+00, 0.000E+00, 5.177E-04, 0.000E+00, 0.000E+00, 8.013E-05
 2.400E+01, 2.937E+01,-1.015E+01,-1.247E+01,-5.160E+00, 3.100E-01, 0.000E+00, 0.000E+00, 1.640E+00, 1.897E+00, 0.000E+00, 5.783E-04, 0.000E+00, 0.000E+00, 1.221E-04
 2.600E+01, 3.344E+01,-1.157E+01,-1.386E+01,-5.693E+00, 3.282E-01, 0.000E+00, 0.000E+00, 2.340E+00, 2.643E+00, 0.000E+00, 6.389E-04, 0.000E+00, 0.000E+00, 1.678E-04
 2.800E+01, 3.709E+01,-1.284E+01,-1.723E+01,-5.901E+00, 3.425E-01, 0.000E+00, 0.000E+00, 1.095E+00, 1.462E+00, 0.000E+00, 6.995E-04, 0.000E+00, 0.000E+00, 1.928E-04
 3.000E+01, 4.109E+01,-1.423E+01,-1.753E+01,-6.614E+00, 3.556E-01, 0.000E+00, 0.000E+00, 2.722E+00, 3.075E+00, 0.000E+00, 7.601E-04, 0.000E+00, 0.000E+00, 2.458E-04
 3.200E+01, 4.593E+01,-1.588E+01,-2.036E+01,-6.999E+00, 3.618E-01, 0.000E+00, 0.000E+00, 2.618E+00, 3.045E+00, 0.000E+00, 8.207E-04, 0.000E+00, 0.000E+00, 3.186E-04
 3.400E+01, 5.137E+01,-1.770E+01,-2.168E+01,-7.823E+00, 3.589E-01, 0.000E+00, 0.000E+00, 4.079E+00, 4.531E+00, 0.000E+00, 8.813E-04, 0.000E+00, 0.000E+00, 4.069E-04
 3.600E+01, 5.815E+01,-1.999E+01,-2.914E+01,-8.750E+00, 3.615E-01, 0.000E+00, 0.000E+00, 1.129E-02, 6.308E-01, 0.000E+00, 9.419E-04, 0.000E+00, 0.000E+00, 5.699E-04
 3.800E+01, 6.765E+01,-2.324E+01,-2.665E+01,-9.393E+00, 3.490E-01, 0.000E+00, 0.000E+00, 8.001E+00, 8.714E+00, 0.000E+00, 1.002E-03, 0.000E+00, 0.000E+00, 7.969E-04
 4.000E+01, 8.012E+01,-2.737E+01,-3.840E+01,-1.111E+01, 3.442E-01, 0.000E+00, 0.000E+00, 2.735E+00, 3.580E+00, 0.000E+00, 1.063E-03, 0.000E+00, 0.000E+00, 1.150E-03
 4.200E+01, 9.552E+01,-3.290E+01,-4.299E+01,-1.209E+01, 3.249E-01, 0.000E+00, 0.000E+00, 6.882E+00, 7.865E+00, 0.000E+00, 1.103E-03, 0.000E+00, 0.000E+00, 1.636E-03
 4.400E+01, 1.113E+02,-3.830E+01,-5.405E+01,-1.326E+01, 3.093E-01, 0.000E+00, 0.000E+00, 4.788E+00, 5.975E+00, 0.000E+00, 1.123E-03, 0.000E+00, 0.000E+00, 2.117E-03
 4.600E+01, 1.295E+02,-4.495E+01,-6.228E+01,-1.468E+01, 3.007E-01, 0.000E+00, 0.000E+00, 6.816E+00, 7.865E+00, 0.000E+00, 1.143E-03, 0.000E+00, 0.000E+00, 2.779E-03
 4.800E+01, 1.501E+02,-5.212E+01,-7.807E+01,-1.649E+01, 2.795E-01, 0.000E+00, 0.000E+00, 2.315E+00, 3.666E+00, 0.000E+00, 1.163E-03, 0.000E+00, 0.000E+00, 3.464E-03
 5.000E+01, 1.763E+02,-6.180E+01,-8.546E+01,-1.850E+01, 2.785E-01, 0.000E+00, 0.000E+00, 9.091E+00, 1.080E+01, 0.000E+00, 1.182E-03, 0.000E+00, 0.000E+00, 4.342E-03
 5.200E+01, 2.095E+02,-7.430E+01,-1.022E+02,-2.028E+01, 2.825E-01, 0.000E+00, 0.000E+00, 1.082E+01, 1.295E+01, 0.000E+00, 1.202E-03, 0.000E+00, 0.000E+00, 5.544E-03
 5.400E+01, 2.363E+02,-8.322E+01,-1.241E+02,-2.314E+01, 2.495E-01, 0.000E+00, 0.000E+00, 3.772E+00, 6.074E+00, 0.000E+00, 1.222E-03, 0.000E+00, 0.000E+00, 6.440E-03
 5.600E+01, 2.814E+02,-1.007E+02,-1.417E+02,-2.604E+01, 2.507E-01, 0.000E+00, 0.000E+00, 1.090E+01, 1.332E+01, 0.000E+00, 1.242E-03, 0.000E+00, 0.000E+00, 8.087E-03
 5.800E+01, 3.262E+02,-1.163E+02,-1.745E+02,-3.014E+01, 2.007E-01, 0.000E+00, 0.000E+00, 2.961E+00, 5.526E+00, 0.000E+00, 1.261E-03, 0.000E+00, 0.000E+00, 9.431E-03
 6.000E+01, 3.793E+02,-1.358E+02,-1.969E+02,-3.189E+01, 2.199E-01, 0.000E+00, 0.000E+00, 1.211E+01, 1.495E+01, 0.000E+00, 1.281E-03, 0.000E+00, 0.000E+00, 1.146E-02
 6.200E+01, 4.466E+02,-1.608E+02,-2.364E+02,-3.562E+01, 1.870E-01, 0.000E+00, 0.000E+00, 1.143E+01, 1.394E+01, 0.000E+00, 1.296E-03, 0.000E+00, 0.000E+00, 1.385E-02
 6.400E+01, 5.324E+02,-1.940E+02,-2.884E+02,-3.875E+01, 1.499E-01, 0.000E+00, 0.000E+00, 8.742E+00, 1.136E+01, 0.000E+00, 1.305E-03, 0.000E+00, 0.000E+00, 1.694E-02
 6.600E+01, 6.576E+02,-2.378E+02,-3.478E+02,-4.474E+01, 1.707E-01, 0.000E+00, 0.000E+00, 2.435E+01, 2.739E+01, 0.000E+00, 1.314E-03, 0.000E+00, 0.000E+00, 2.174E-02
 6.800E+01, 8.015E+02,-2.882E+02,-4.463E+02,-4.857E+01, 1.282E-01, 0.000E+00, 0.000E+00, 1.628E+01, 1.854E+01, 0.000E+00, 1.323E-03, 0.000E+00, 0.000E+00, 2.683E-02
 7.000E+01, 9.632E+02,-3.445E+02,-5.309E+02,-5.207E+01, 9.248E-02, 0.000E+00, 0.000E+00, 3.207E+01, 3.584E+01, 0.000E+00, 1.332E-03, 0.000E+00, 0.000E+00, 3.263E-02
 7.200E+01, 1.170E+03,-4.236E+02,-6.662E+02,-5.270E+01, 6.103E-02, 0.000E+00, 0.000E+00, 2.484E+01, 2.798E+01, 0.000E+00, 1.342E-03, 0.000E+00, 0.000E+00, 4.061E-02
 7.400E+01, 1.393E+03,-5.049E+02,-8.405E+02,-5.395E+01, 1.274E-02, 0.000E+00, 0.000E+00,-9.237E+00,-5.908E+00, 0.000E+00, 1.351E-03, 0.000E+00, 0.000E+00, 4.918E-02
 7.600E+01, 1.653E+03,-5.983E+02,-9.782E+02,-5.472E+01, 7.038E-03, 0.000E+00, 0.000E+00, 1.604E+01, 2.195E+01, 0.000E+00, 1.360E-03, 0.000E+00, 0.000E+00, 6.143E-02
 7.800E+01, 2.005E+03,-7.169E+02,-1.206E+03,-5.337E+01,-4.997E-02, 0.000E+00, 0.000E+00, 2.106E+01, 2.823E+01, 0.000E+00, 1.369E-03, 0.000E+00, 0.000E+00, 7.429E-02
 8.000E+01, 2.279E+03,-8.110E+02,-1.369E+03,-5.449E+01,-1.191E-01, 0.000E+00, 0.000E+00, 3.285E+01, 4.420E+01, 0.000E+00, 1.379E-03, 0.000E+00, 0.000E+00, 8.528E-02
 8.200E+01, 2.451E+03,-8.780E+02,-1.513E+03,-5.358E+01,-1.378E-01, 0.000E+00, 0.000E+00,-4.404E+00, 6.245E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 9.398E-02
 8.400E+01, 2.526E+03,-8.842E+02,-1.597E+03,-4.967E+01,-1.405E-01, 0.000E+00, 0.000E+00,-1.290E+01,-4.210E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 9.927E-02
 8.600E+01, 2.624E+03,-9.235E+02,-1.612E+03,-5.255E+01,-9.799E-02, 0.000E+00, 0.000E+00, 2.644E+01, 3.580E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.026E-01
 8.800E+01, 2.758E+03,-9.689E+02,-1.738E+03,-4.903E+01,-1.451E-01, 0.000E+00, 0.000E+00,-8.995E+00, 1.515E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.099E-01
 9.000E+01, 2.771E+03,-9.754E+02,-1.720E+03,-5.224E+01,-1.252E-01, 0.000E+00, 0.000E+00, 1.102E+01, 2.321E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.109E-01
 9.200E+01, 2.914E+03,-1.019E+03,-1.811E+03,-5.048E+01,-1.006E-01, 0.000E+00, 0.000E+00, 2.182E+01, 3.247E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.147E-01
 9.400E+01, 2.851E+03,-1.002E+03,-1.815E+03,-4.989E+01,-1.552E-01, 0.000E+00, 0.000E+00,-2.793E+01,-1.675E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.164E-01
 9.600E+01, 2.844E+03,-9.968E+02,-1.772E+03,-5.099E+01,-1.186E-01, 0.000E+00, 0.000E+00, 9.249E+00, 2.376E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.176E-01
 9.800E+01, 2.916E+03,-1.028E+03,-1.853E+03,-5.068E+01,-1.371E-01, 0.000E+00, 0.000E+00,-2.702E+01,-1.609E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.200E-01
 1.000E+02, 2.997E+03,-1.048E+03,-1.835E+03,-4.972E+01,-1.275E-01, 0.000E+00, 0.000E+00, 5.332E+01, 6.496E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.215E-01
 1.020E+02, 3.000E+03,-1.050E+03,-1.921E+03,-4.753E+01,-9.779E-02, 0.000E+00, 0.000E+00,-2.887E+01,-1.906E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.249E-01
 1.040E+02, 2.937E+03,-1.033E+03,-1.846E+03,-4.868E+01,-1.535E-01, 0.000E+00, 0.000E+00,-1.156E+00, 9.701E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.237E-01
 1.060E+02, 2.952E+03,-1.042E+03,-1.832E+03,-4.930E+01,-8.984E-02, 0.000E+00, 0.000E+00, 1.516E+01, 2.870E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.246E-01
 1.080E+02, 2.996E+03,-1.065E+03,-1.890E+03,-4.933E+01,-1.211E-01, 0.000E+00, 0.000E+00,-2.313E+01,-7.618E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.283E-01
 1.100E+02, 2.989E+03,-1.049E+03,-1.860E+03,-5.001E+01,-1.225E-01, 0.000E+00, 0.000E+00, 1.743E+01, 3.026E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.245E-01
 1.120E+02, 3.044E+03,-1.084E+03,-1.888E+03,-4.913E+01,-1.100E-01, 0.000E+00, 0.000E+00, 1.120E+01, 2.265E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.295E-01
 1.140E+02, 3.080E+03,-1.083E+03,-1.921E+03,-4.884E+01,-1.450E-01, 0.000E+00, 0.000E+00, 1.508E+01, 2.729E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.296E-01
 1.160E+02, 3.056E+03,-1.080E+03,-1.942E+03,-4.734E+01,-1.395E-01, 0.000E+00, 0.000E+00,-2.629E+01,-1.285E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.305E-01
 1.180E+02, 3.071E+03,-1.083E+03,-1.909E+03,-4.633E+01,-1.548E-01, 0.000E+00, 0.000E+00, 1.913E+01, 3.219E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.317E-01
 1.200E+02, 2.951E+03,-1.048E+03,-1.868E+03,-4.746E+01,-1.140E-01, 0.000E+00, 0.000E+00,-2.694E+01,-1.308E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.303E-01
 1.220E+02, 3.098E+03,-1.098E+03,-1.908E+03,-4.908E+01,-9.986E-02, 0.000E+00, 0.000E+00, 2.762E+01, 4.267E+01, 0.000E+00, 1.278E-03, 0.000E+00, 0.000E+00, 1.321E-01
 1.240E+02, 3.105E+03,-1.101E+03,-1.977E+03,-4.777E+01,-7.729E-02, 0.000E+00, 0.000E+00,-3.405E+01,-2.058E+01, 0.000E+00, 1.067E-03, 0.000E+00, 0.000E+00, 1.311E-01
 1.260E+02, 3.030E+03,-1.059E+03,-1.890E+03,-4.835E+01,-5.282E-02, 0.000E+00, 0.000E+00, 1.866E+01, 3.215E+01, 0.000E+00, 8.562E-04, 0.000E+00, 0.000E+00, 1.313E-01
 1.280E+02, 3.108E+03,-1.096E+03,-1.960E+03,-4.745E+01,-7.532E-02, 0.000E+00, 0.000E+00,-9.937E+00, 4.471E+00, 0.000E+00, 6.454E-04, 0.000E+00, 0.000E+00, 1.323E-01
 1.300E+02, 3.088E+03,-1.088E+03,-1.939E+03,-4.925E+01,-1.235E-01, 0.000E+00, 0.000E+00,-4.080E-01, 1.237E+01, 0.000E+00, 4.347E-04, 0.000E+00, 0.000E+00, 1.293E-01
 1.320E+02, 2.984E+03,-1.063E+03,-1.865E+03,-5.148E+01,-1.695E-01, 0.000E+00, 0.000E+00,-1.362E+01, 4.204E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.276E-01
 1.340E+02, 2.994E+03,-1.057E+03,-1.876E+03,-4.757E+01,-1.829E-01, 0.000E+00, 0.000E+00,-1.388E+00, 1.378E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.299E-01
 1.360E+02, 2.964E+03,-1.049E+03,-1.850E+03,-5.108E+01,-1.710E-01, 0.000E+00, 0.000E+00,-1.832E+00, 1.331E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.266E-01
 1.380E+02, 2.914E+03,-1.026E+03,-1.809E+03,-5.003E+01,-1.765E-01, 0.000E+00, 0.000E+00, 1.421E+01, 2.824E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.252E-01
 1.400E+02, 2.991E+03,-1.056E+03,-1.875E+03,-5.206E+01,-1.811E-01, 0.000E+00, 0.000E+00,-8.312E+00, 7.782E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.250E-01
 1.420E+02, 2.944E+03,-1.037E+03,-1.845E+03,-4.616E+01,-1.828E-01, 0.000E+00, 0.000E+00, 2.390E+00, 1.570E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.300E-01
 1.440E+02, 3.038E+03,-1.073E+03,-1.901E+03,-4.757E+01,-1.841E-01, 0.000E+00, 0.000E+00, 2.699E+00, 1.666E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.298E-01
 1.460E+02, 3.085E+03,-1.100E+03,-1.910E+03,-4.756E+01,-1.769E-01, 0.000E+00, 0.000E+00, 1.344E+01, 2.801E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.323E-01
 1.480E+02, 2.990E+03,-1.055E+03,-1.897E+03,-4.780E+01,-1.801E-01, 0.000E+00, 0.000E+00,-2.641E+01,-1.039E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.321E-01
